x,y,z
-1860.85056,2327.84825,287.16817
-278.15454,134.02145,287.06022
-858.65195,4793.29871,287.0576
428.14073,851.10275,287.04224
-244.61512,1477.00367,287.0349
84.04624,-104.37416,287.01329
281.60842,111.37079,286.95189
-696.99198,-216.89454,286.89268
-429.14956,-9.58694,286.8191
35.49649,141.20023,286.80628
403.95439,410.7168,286.75013
212.50453,-850.69571,286.68582
645.18765,1862.72328,286.68165
-1720.32751,6874.41454,286.6785
312.91433,-531.09667,286.63232
2659.84083,-3752.26315,286.61959
23.55399,1241.00248,286.60257
-509.65778,-682.20434,286.53085
-1925.69415,1262.11364,286.41627
104.29817,-123.96974,286.40963
404.57249,-24.46789,286.38136
-173.93644,-85.98382,286.35669
-199.01963,2155.38069,286.33381
759.19044,644.59134,286.33078
-604.09592,1738.06414,286.31943
1040.48158,-495.90507,286.31825
-7.46663,-90.39173,286.27392
1128.75222,211.01332,286.18715
-1664.08268,1316.91253,286.10458
-599.81377,-425.86973,286.00566
-1209.4008,874.77244,285.97944
-495.19637,425.48428,285.95324
1305.70116,74.14998,285.88779
-1110.65283,-1232.43758,285.87911
-2200.89158,-513.07808,285.81056
-345.77478,-3621.96052,285.79273
486.18674,435.86925,285.77007
-661.82134,4034.46777,285.75516
-417.66602,835.20947,285.75091
-811.31088,705.30139,285.72792
-693.36161,-773.82239,285.72746
121.10925,2142.1442,285.69156
-806.24659,302.99479,285.67422
-2205.98545,-110.99659,285.65477
-2061.56521,1463.89215,285.65099
865.18619,121.02261,285.6296
-568.33185,9.0672,285.62443
1875.10486,55.07992,285.62123
199.53738,428.4239,285.55499
-2160.09761,828.25871,285.54537
-1814.73955,1091.30477,285.45292
508.56949,437.16959,285.44893
-303.64679,-82.44099,285.42038
-151.55956,-2353.21915,285.35092
812.74529,797.25791,285.33791
-638.86444,308.12899,285.32004
2947.2365,726.28234,285.25515
62.94716,-359.72635,285.24857
-69.65757,282.57763,285.22328
1045.49533,478.99177,285.19816
124.16474,691.40625,285.19208
-293.62902,78.82171,285.17489
146.3523,-195.9221,285.15324
-1172.1526,350.71025,285.13604
-861.6505,459.53288,285.08775
-322.34344,-83.9054,285.04852
-2032.07881,2698.22756,284.91752
-2276.31954,737.26479,284.90369
198.96782,-216.97902,284.88287
2507.43374,-326.06633,284.75369
-1117.34232,718.70227,284.72447
-266.42191,-1459.38222,284.72359
-229.63274,-499.60111,284.71658
-361.18412,852.89666,284.69611
148.22625,593.02694,284.68724
-126.09215,2225.51807,284.6708
-210.99557,-10.54684,284.65468
345.73483,716.94539,284.61187
231.5051,845.49244,284.61066
-2344.86928,-299.19903,284.60575
-2166.79823,-973.29378,284.59525
-217.17306,-421.21778,284.5882
-2183.16106,-1630.61995,284.57849
628.63979,-2122.81166,284.50846
195.5259,-1858.5786,284.45097
-794.67472,-182.58654,284.4058
-673.63783,601.73599,284.39067
-2425.53137,-117.9252,284.35466
-880.95452,20.90309,284.2906
-257.06733,-376.29186,284.1673
-360.95158,137.91157,284.11934
676.57298,-685.26558,284.09191
847.16182,1235.06549,284.06857
-2731.79222,-1790.65796,284.00156
534.92443,866.38398,284.00044
313.58247,347.27102,283.99898
-1244.02018,-2301.52081,283.94328
-290.74775,351.11411,283.92754
2852.24598,1092.49666,283.91575
-458.58981,100.20273,283.82655
1027.87931,978.38801,283.80486
-371.49669,253.13902,283.80259
1429.17842,1323.60037,283.79411
-1884.23858,787.63408,283.77403
455.00898,-231.57807,283.76972
-1184.7756,-1894.31791,283.73489
257.52118,480.09543,283.71729
269.69564,231.06576,283.69707
-113.46425,-87.66971,283.6851
952.33975,401.71366,283.64911
8.33511,-598.37886,283.63882
-268.40111,-669.67509,283.58746
1579.4772,489.91947,283.58073
-360.84949,372.42541,283.53078
527.4972,-477.1263,283.5297
194.25059,522.96603,283.50803
-331.48281,595.99865,283.48512
-1727.46548,-1384.91013,283.45954
906.99926,-867.98035,283.43259
-909.05205,1412.61305,283.41969
-797.70483,-17.81465,283.40477
-2536.72974,2371.74906,283.37513
-1018.6695,791.88701,283.33549
2320.82499,1642.18177,283.33113
235.23895,-238.98199,283.29391
-327.21297,229.19488,283.23689
314.07674,769.38804,283.22585
367.86383,-96.57828,283.15127
116.08649,1517.44319,283.11997
-818.2623,175.14904,283.11351
1077.25217,546.53879,283.10283
-1010.67232,-936.2484,283.08701
934.17162,2451.32804,283.0416
-756.31988,-499.74319,283.03054
849.51054,-199.76373,283.02992
151.11613,219.88958,283.01537
-327.57213,230.50468,283.00452
1399.30924,1019.66676,282.99048
-749.91286,-1700.24066,282.98537
-430.57002,-850.08354,282.97527
-608.9977,244.93334,282.95368
514.33435,-128.77612,282.90136
-1356.72506,409.35174,282.85102
-435.76553,-116.82952,282.83414
-415.82771,-364.62926,282.69741
-577.2135,-51.2506,282.65685
-52.33454,-52.80124,282.61235
412.23966,-775.3843,282.59601
489.34795,682.11801,282.46937
-1336.87581,-1090.57964,282.46096
1171.05026,-596.19,282.4287
-761.74131,702.6677,282.36354
1605.60767,-533.37854,282.25662
-3149.0315,2607.78228,282.19692
-869.64397,-1228.53472,282.11591
-1656.01446,-51.89237,282.10221
1415.15835,-1.25359,282.09422
-348.18822,148.00637,282.0798
285.4601,-729.56325,282.02402
379.67128,-535.27298,282.02313
-265.60676,-20.67816,281.94225
659.51368,-699.69297,281.92815
750.54884,298.28005,281.89168
154.86768,173.74193,281.81164
-21.37765,349.25112,281.74392
736.34198,-1122.54955,281.7075
725.12737,2565.62746,281.63685
1805.30763,341.246,281.62923
-996.4636,-342.00946,281.61213
-1995.71054,-293.00919,281.54753
-73.24214,-408.51013,281.53566
-122.59105,189.10565,281.52668
-1525.85784,1017.18411,281.40342
-1744.02897,3133.45138,281.3237
-555.55773,497.12447,281.30732
129.12191,-257.04168,281.18247
440.50904,-1266.26033,281.17825
562.93568,-318.4162,281.15545
1241.67509,1175.94347,281.14497
937.83556,67.00997,281.1224
-1602.96131,-2633.73316,281.11547
-1149.28247,-2513.20545,281.06727
928.74924,-4070.02991,281.02351
-561.53807,246.99555,281.02257
284.92308,126.30152,281.00473
-28.57093,-585.17516,280.99051
-660.08818,-137.63573,280.91004
129.70454,-1311.71107,280.88626
582.25443,210.32213,280.86656
-1079.80164,-346.27355,280.83742
-641.67253,630.70218,280.69659
899.18046,986.8583,280.67752
543.18357,-2178.26176,280.66996
-148.19362,157.39457,280.61827
258.29011,500.59412,280.61784
-105.27777,-1183.6587,280.55678
892.99985,1081.89628,280.55481
-225.3357,88.94091,280.51628
-1559.96351,-794.69352,280.50372
61.41781,-404.7736,280.49074
829.67623,-635.84949,280.35691
-760.01878,106.14528,280.32516
22.83532,-15.8789,280.31294
-1196.89221,-1264.69356,280.22145
-150.19759,-490.01166,280.20267
-698.26864,447.98648,280.18601
182.44823,-534.6169,280.08767
227.37469,-1172.76327,280.07382
-136.5228,638.23886,280.06263
-254.39355,4097.79632,280.06116
-1342.71094,-753.51125,280.00174
-165.10886,226.7941,279.99998
981.81838,-222.52595,279.99598
78.78138,-746.6235,279.98972
206.17927,2310.43128,279.98447
5910.03825,-2572.23512,279.93692
626.1915,159.63361,279.88017
-726.66316,-2262.07403,279.80629
85.39647,-343.38528,279.73043
-159.92693,-1314.25653,279.7255
-515.67314,-832.36666,279.71939
44.4745,-485.18583,279.69932
247.62073,132.02045,279.69025
-1671.52667,-141.78063,279.6593
-419.74775,745.49909,279.65145
-49.03536,-83.53737,279.64369
-46.85242,-50.2157,279.62533
619.40936,1568.50549,279.58867
-336.20813,342.19431,279.58394
52.45487,-475.80449,279.52401
-102.0767,59.82773,279.4766
-862.50226,-941.66938,279.45362
-1609.66275,28.48904,279.44179
-612.45432,-80.42882,279.40811
-177.16456,-710.47566,279.32272
-2683.45163,-2477.63892,279.26888
153.36555,-267.45465,279.24999
-37.61239,-743.30126,279.23382
-709.38423,-703.49263,279.20371
1882.09342,-1421.90096,279.20371
1924.96688,-2995.27542,279.16445
140.33839,748.43229,279.14062
458.63338,-1554.6419,279.11248
-188.76305,594.21957,279.00284
-2032.73881,509.75703,278.95228
-241.56389,-106.9026,278.93878
310.23223,-365.47594,278.9151
705.61467,111.39378,278.90946
783.97334,1316.74781,278.88785
243.36569,-1047.65284,278.86662
-304.97673,183.34674,278.83596
920.1367,-1104.2098,278.82416
116.39144,-221.60504,278.78908
-790.5704,1897.80812,278.67046
232.26862,528.99979,278.66095
-1391.14493,2104.48805,278.65793
-406.82652,3784.80733,278.64335
-1168.41122,389.12077,278.61203
-4674.07497,1607.11964,278.55054
737.65528,-78.47778,278.54522
462.97112,-311.82205,278.53768
45.75815,-423.45004,278.53468
-434.41816,2121.551,278.50305
-143.27674,628.54337,278.48851
-1357.62536,1161.61663,278.41363
461.50597,-41.18572,278.38921
557.06118,739.94149,278.36423
1376.91818,-1401.22065,278.27502
1494.0885,4328.0786,278.272
-257.06881,-90.80198,278.25819
1598.35426,235.17028,278.2218
-1485.70692,-1279.24403,278.19738
170.43762,-1338.22248,278.15445
-310.56987,166.24699,278.1355
843.33209,1300.55254,278.13409
-828.42843,594.80578,278.09129
639.02793,1015.39273,277.99855
-776.3568,819.81047,277.96372
779.89226,-245.48436,277.91706
1255.48597,1179.95911,277.8093
-18.88492,-46.32985,277.77585
-866.15321,163.67988,277.77516
-186.96084,902.35838,277.74096
-1598.76679,-426.64728,277.67636
120.87555,4.72486,277.63257
109.81326,292.64379,277.62353
-3534.60065,3144.96894,277.62256
543.63784,1774.0949,277.61541
-610.30674,493.71096,277.60201
404.59375,602.49678,277.55028
326.45507,713.935,277.50967
-1267.0084,-2289.73617,277.49961
-558.80669,-137.95727,277.48109
742.76339,106.34394,277.47369
-894.52111,-2815.68317,277.45215
217.14104,-493.59091,277.43446
1460.61278,-225.68081,277.43396
126.0041,-540.85765,277.30582
1178.35769,-170.49111,277.30403
-394.72581,-231.67816,277.10995
212.63023,-768.204,277.10617
1216.95756,-1254.92393,277.07167
-380.90023,104.18332,277.06291
543.19381,1014.24987,277.03608
1139.08107,162.08387,277.0098
-891.88063,697.28903,277.00096
-80.59459,366.27916,276.92332
-178.12129,1122.29691,276.88544
-780.43896,-1879.00617,276.86295
-840.50287,663.75661,276.8564
-610.42897,190.68444,276.82775
-120.90532,264.65098,276.81969
-412.20425,-456.26717,276.76804
-610.24025,211.86368,276.70908
-619.61557,1066.66941,276.68162
394.96494,422.96281,276.67052
-14.8152,1079.8694,276.58853
2449.86044,3211.34546,276.52927
-679.21018,772.25722,276.47516
-1101.1157,1270.15141,276.47355
1598.94099,-600.17678,276.46951
1483.26082,620.26956,276.42578
962.37502,-596.53283,276.36115
-961.09303,-1386.36324,276.3193
2693.61017,-1848.76014,276.31821
659.43622,313.36405,276.30715
547.009,-232.09466,276.30019
35.34238,-107.88301,276.27312
1929.23029,-277.07263,276.24125
315.7498,-1.22021,276.13363
-806.46197,1039.20194,276.12604
-449.09128,132.11984,276.09727
-292.80231,608.96648,276.07983
31.02368,192.25794,276.06505
1732.5789,713.42951,276.03187
573.77386,-395.6709,275.98139
1562.9277,-25.05428,275.96547
-333.1178,-146.22295,275.96139
-1346.01505,-174.44985,275.95665
-1505.7372,900.87122,275.81203
358.78181,-206.1716,275.75599
553.00715,472.02936,275.75519
-142.13028,18.12015,275.74888
-370.60847,524.3633,275.73664
-2589.72554,-539.11682,275.71027
1104.54244,-1351.10911,275.70976
-136.99886,-67.94917,275.68544
-253.21817,3671.00722,275.6234
1349.87401,-602.66064,275.55661
-1260.88225,-1570.15466,275.55008
-852.62592,-479.49701,275.49239
505.236,-1374.7251,275.49043
1636.14453,-208.63899,275.48285
-127.15597,-1650.19269,275.4683
1970.51462,96.90182,275.45181
-173.96437,389.65911,275.38859
-1675.29033,-1087.35976,275.36742
539.7787,95.96201,275.33202
-36.85284,343.21958,275.25951
576.29354,247.47613,275.25774
2275.37645,-236.63144,275.24711
-329.09676,-24.80328,275.23603
3210.72019,-146.19758,275.18447
-1147.65403,-1046.44635,275.09009
1103.02232,257.09305,275.02272
-450.08361,-48.2971,275.01362
487.0051,1672.64367,274.97997
974.51974,845.67034,274.95915
416.52597,-262.71868,274.95282
-534.36306,-679.94686,274.91374
1415.89882,-1756.40342,274.892
955.16159,-2015.43548,274.87008
233.63918,-416.43802,274.86896
-275.16194,830.91163,274.86618
-689.00245,-7.46958,274.85538
-1730.86815,-629.55379,274.83658
940.77884,-618.14823,274.82135
825.71385,340.77953,274.78856
-169.73632,-553.23423,274.78303
82.58543,-299.51165,274.77855
105.56651,-25.78241,274.70635
-203.59565,-343.28191,274.66838
-620.39395,480.31209,274.58427
317.83079,350.49885,274.57872
-3.77295,134.83731,274.55769
-699.05155,387.95788,274.52307
6309.38137,-1683.73983,274.48711
933.85987,1034.53226,274.48347
-622.64515,54.05006,274.45615
2765.15475,508.40117,274.36437
761.66001,1159.8379,274.34613
-98.51524,-166.89694,274.22336
-798.93511,-347.22558,274.13143
159.29144,165.55071,274.10871
738.8104,-860.57536,274.1055
-394.55231,-1188.63515,274.09801
-209.95512,-1047.09944,274.00863
533.70741,150.11474,274.00254
-478.1298,1850.1811,273.97034
174.91467,-884.69316,273.93852
-1128.14409,-311.25168,273.92008
-427.64443,170.26264,273.89521
-335.78395,-87.67306,273.86765
-729.56735,-1424.10629,273.85727
-562.70093,-201.61985,273.80986
-2964.2494,-2134.45083,273.75802
202.41586,1116.09455,273.72856
-1814.23153,550.99601,273.69386
-850.75425,1078.37351,273.67149
-1236.25206,400.53741,273.6611
-869.49664,8.70132,273.62841
-4.38904,-128.86296,273.62241
-159.43633,-247.27782,273.58959
-99.30522,141.25205,273.58848
1235.77264,1232.70329,273.56434
67.71591,-246.51517,273.52282
1253.97939,-856.87745,273.48462
-517.4691,1351.45886,273.4758
756.78923,-197.29526,273.41653
-36.17656,-275.61391,273.35356
280.74109,1330.4803,273.26356
829.69037,32.74515,273.19281
-2614.56326,296.85251,273.17336
993.62303,-240.60899,273.15239
-341.66554,-157.56375,273.07568
-1694.18741,282.44494,272.99644
-538.79665,-2088.32016,272.97405
99.77113,93.34801,272.96304
4485.17305,-2361.34126,272.96107
1737.49866,-768.53867,272.92735
208.9485,501.4284,272.87417
171.66049,242.78852,272.83143
-302.62615,294.13089,272.81897
-1579.94273,-822.09706,272.81468
179.14776,-355.54404,272.80288
-1254.38194,699.65261,272.80232
963.3587,1768.80089,272.80212
-1427.78925,-419.24138,272.75791
-841.93705,-90.99102,272.75106
90.19863,37.92957,272.75089
-2218.5875,-464.80919,272.74601
-1131.70689,220.67345,272.72362
-722.07654,814.78551,272.69702
-279.72167,-657.19399,272.67757
-1005.20981,-898.49008,272.60427
-1042.46231,-988.1184,272.58624
1091.9421,-1415.40591,272.58494
-861.31206,444.95862,272.58219
476.19978,684.4178,272.53184
1368.51777,-4304.35706,272.52856
3164.87425,-1877.68805,272.45491
1600.26213,-296.60621,272.45255
641.04752,1001.0209,272.44219
1736.63878,2490.97345,272.39033
-431.49317,347.38124,272.36473
558.332,142.58633,272.30179
-52.73191,1318.86659,272.26789
561.05405,-1707.89478,272.21234
-487.63095,-391.71282,272.16857
489.28796,-478.30293,272.16666
-661.93584,273.82233,272.12763
-3291.81745,-1070.6201,272.09571
376.37787,-3346.30508,272.06609
-83.16282,-507.84412,272.00388
1570.20185,-777.2959,271.99912
1048.05781,668.02481,271.98514
1880.32582,-1932.52461,271.9739
206.04996,875.72536,271.96789
-65.62116,652.81443,271.94957
1061.16897,1159.17078,271.91316
-705.78453,416.73378,271.90731
957.05591,3993.14361,271.90645
79.0466,-141.77688,271.88596
291.63116,-650.27998,271.8749
396.34418,-968.37037,271.85707
906.71502,901.50655,271.84464
437.79986,299.3257,271.82611
1301.31285,550.44149,271.81882
-271.74033,-33.46181,271.81019
-1009.05142,2291.89029,271.79227
698.54546,285.06691,271.76239
-1097.57851,3555.89737,271.72755
-254.10005,-251.48617,271.69892
-2117.29738,-1092.71893,271.68811
98.49799,-51.82224,271.68651
114.03834,-244.91754,271.67711
-638.41383,-70.1247,271.67506
-202.62148,39.32397,271.66042
-121.0774,-332.41135,271.63527
-842.91909,-76.40422,271.625
1256.47386,2010.85298,271.61957
3286.84442,1468.2564,271.58173
488.70113,277.60722,271.58065
581.18806,227.74941,271.56738
-845.15371,460.40071,271.56683
-279.54121,909.12413,271.48738
-365.32999,359.59211,271.44452
-205.07165,321.30564,271.4354
149.00697,145.76309,271.42969
325.18461,174.00588,271.34193
-483.30429,624.15213,271.32433
257.13159,-329.09417,271.27908
-591.68517,490.46075,271.24783
210.06252,-498.74185,271.20283
233.95566,-242.14874,271.1932
251.03206,-245.9037,271.14527
-352.96122,-296.97515,271.10383
-308.78092,938.59362,271.07385
1779.74852,-1370.29201,271.00438
-515.16584,-465.26604,270.90428
-967.31662,-185.13739,270.89259
244.93192,3093.78604,270.87328
-333.61482,80.81529,270.85985
324.19291,265.13511,270.84478
-182.09399,871.10635,270.83008
398.4369,-44.33557,270.81001
378.36427,-753.68294,270.80961
-248.94961,-182.22974,270.80261
-215.68441,-142.56284,270.7867
-173.96963,155.99754,270.76876
818.90736,1183.11013,270.76723
-1493.81486,-982.45767,270.7547
-98.03162,145.1939,270.74147
-3905.85234,413.58109,270.74001
-1099.68463,1663.07938,270.7294
213.14004,-157.74287,270.69852
-640.27532,-132.7817,270.69475
1442.11744,-1129.77237,270.6797
-1763.0424,-84.8836,270.64873
-762.54704,-2203.56303,270.56098
95.4198,128.30388,270.55046
-48.2632,370.71558,270.54096
542.70658,-770.3729,270.48778
-1081.92824,-522.45318,270.43061
-11.34816,-1507.28586,270.42215
406.93751,-318.88592,270.37848
-175.76056,-51.04374,270.35161
-296.84465,-2005.19235,270.30898
-2532.52289,741.047,270.25819
-180.73853,-302.1601,270.25606
-675.78293,-283.97171,270.23888
-1375.15049,4747.98543,270.17815
595.15066,2789.79607,270.09177
112.66711,937.71782,270.07419
1303.78097,-2269.90153,270.01901
-3169.96552,-1136.59451,270.01741
-463.94391,-30.45803,269.968
-302.48941,1237.35403,269.95427
-698.34865,1434.48813,269.95374
249.45706,-321.80253,269.93721
-219.62864,690.02411,269.89355
-550.4367,672.40576,269.89017
-1356.61831,145.38874,269.87393
-2860.99446,-1689.07959,269.86978
310.38771,72.89016,269.86844
3371.46738,-1299.18258,269.85851
426.65536,1173.13305,269.83949
-98.72981,813.56723,269.82783
163.37493,308.09479,269.79785
709.82966,140.18542,269.78564
-1127.42125,359.11113,269.75187
-1894.79316,-789.63661,269.74084
-1426.60483,-2012.30033,269.70795
-142.89877,-511.8659,269.67991
-81.45317,-138.04172,269.634
-1518.8121,1061.77472,269.62193
-1018.17357,1822.84686,269.60006
433.03215,424.47375,269.50016
-421.25997,-819.09842,269.4967
869.5106,658.63813,269.47193
353.25903,-109.86551,269.43608
-534.91772,226.13753,269.42029
396.19758,253.40035,269.41634
-235.87674,-498.62283,269.40438
1342.56372,-220.54558,269.34862
-486.94604,-67.59662,269.28999
10.61369,-930.76454,269.27724
666.78943,515.84921,269.10941
-999.90962,-78.02305,269.10009
496.83283,71.08058,269.08528
-190.23643,-22.09304,269.04967
-222.47139,557.1132,269.04952
992.44435,468.46071,269.02088
-71.92202,590.84664,268.99053
109.9363,-39.51887,268.9764
-501.47674,304.00726,268.94865
-243.80222,83.93559,268.94211
46.06609,-315.35637,268.94043
652.49422,-106.80906,268.92247
-198.9083,-237.13045,268.90131
-101.36482,258.62952,268.80346
741.86052,1145.3293,268.79507
118.7334,127.80533,268.75778
613.60138,1214.47903,268.71498
-2473.69637,-300.00039,268.69184
1498.94771,1652.52435,268.6885
1099.66858,915.05218,268.68484
-651.31468,-1492.19473,268.67936
-907.92376,-1571.70283,268.59495
-465.83666,-1038.6527,268.58869
236.25382,-443.97486,268.53907
-96.36807,-76.37521,268.51852
1848.79917,1605.14002,268.51836
-2401.51844,-536.16626,268.49138
-43.78587,474.97228,268.45815
-354.89327,149.08043,268.39068
328.68413,5665.9505,268.3792
584.38692,1665.90707,268.36555
376.55238,165.62479,268.34993
835.97989,644.79087,268.34922
245.58291,-285.0146,268.32553
-2454.4741,-174.39489,268.32063
1852.9331,514.85743,268.24317
1143.401,1669.01798,268.22208
537.46533,1145.75203,268.22023
-132.23331,-1334.90412,268.21492
1172.29898,3096.97091,268.12533
417.9683,-763.47392,268.08612
755.75841,-387.18631,268.05958
489.02441,468.47274,268.05956
648.48565,-112.9353,268.05214
-350.17032,-120.89386,268.02321
-601.53765,-314.83541,268.00103
423.32249,-328.58702,267.99729
-397.19529,68.6103,267.97512
-247.16027,232.80293,267.94278
256.29534,2317.95176,267.92463
-66.60881,-134.99699,267.91972
1531.63453,1707.62534,267.88148
2050.37099,-2253.04753,267.87248
-242.56061,84.05555,267.73293
-592.57273,609.53435,267.73217
401.04092,1156.65451,267.69168
1170.50139,-1941.86803,267.66301
-1412.82779,1150.5869,267.64774
-718.89569,23.4855,267.64026
-607.28466,-248.76443,267.58435
3290.79898,817.50755,267.54461
-1608.45259,984.59065,267.54398
203.76496,2719.01069,267.5056
-163.35159,4514.02205,267.43883
-682.36672,215.55033,267.43429
-3568.91054,195.10064,267.41513
110.85515,-61.5803,267.39992
497.08085,-214.73977,267.30207
720.51444,521.10011,267.27356
43.48805,-53.05683,267.19508
253.79572,1307.76477,267.19267
-31.66482,471.19755,267.17109
-536.56214,134.40949,267.09685
-1083.66562,251.89758,267.07793
-405.98586,-615.63153,267.06134
262.09285,-585.09804,266.8709
256.32862,-94.83005,266.83928
-1681.50401,910.04954,266.81844
-253.02108,-485.0213,266.79414
363.9568,450.68594,266.74061
1062.0591,-430.07629,266.73745
-3561.08455,-1545.25369,266.73153
2.14306,830.03304,266.73123
1919.28694,1246.71314,266.71589
181.49548,-964.78425,266.71267
-1123.55859,-1391.58022,266.71062
684.51068,1441.74928,266.71013
-157.28319,215.96432,266.69912
-698.02586,221.66053,266.69592
-422.5041,-483.70144,266.67332
826.72445,-390.46124,266.63012
-2891.77537,897.32644,266.61924
280.4698,418.24865,266.60444
-994.09251,1175.63416,266.60325
-170.02987,162.99953,266.43174
-118.20552,-29.18495,266.40872
-1359.12792,-811.33316,266.40457
1816.81959,-822.6006,266.32413
-842.91058,2286.02001,266.30291
-183.40308,474.32903,266.29234
1907.77608,-1038.1044,266.23092
3109.61164,580.98755,266.22008
-650.49958,-23.12375,266.18615
-1506.24362,-710.01572,266.18379
151.12244,692.997,266.16666
418.51771,262.5322,266.13562
190.16198,249.24968,266.05151
81.20473,-419.1303,266.01223
183.42584,-1138.47294,265.96409
-1.48544,1188.63915,265.94085
733.67007,-817.17989,265.9299
-100.78371,753.2534,265.91776
-1373.1605,-210.52809,265.9171
-882.52022,273.87622,265.90448
-1024.14336,2278.90434,265.89139
-52.89739,82.76016,265.88364
-100.15969,-124.71787,265.85776
-479.44919,-36.70135,265.85184
953.58867,-930.63978,265.76881
-1071.95646,-463.19391,265.74139
663.39616,1916.05682,265.73653
669.36669,-105.07647,265.7121
395.57144,-289.79738,265.70055
-764.04938,-690.92702,265.67402
712.10618,92.83674,265.66525
431.56542,377.90336,265.52713
18.85917,-60.58273,265.52421
-45.62149,39.10395,265.46779
-826.2475,-548.58459,265.46294
-282.55109,-716.87991,265.45536
-653.43709,-351.49577,265.42297
-73.22294,337.97371,265.40237
1631.87676,-410.76067,265.39018
-402.042,-460.84747,265.38034
-513.91127,-461.92384,265.34087
-1794.59182,-2271.46555,265.32941
-270.66235,24.74693,265.28226
-359.01153,214.60361,265.28075
-278.26862,323.60226,265.2686
-1878.61039,2908.06029,265.20547
-345.91276,79.5438,265.18792
-671.90217,153.95738,265.14836
100.92618,451.96803,265.11692
-1164.61535,-1540.53312,265.08385
999.31322,-610.17956,264.96454
-1.87525,420.24419,264.90135
-686.83281,-580.03926,264.8999
450.12542,459.88091,264.88699
-83.80134,-758.49876,264.8084
174.30832,63.9739,264.8041
1111.41705,27.64456,264.78222
640.07607,-1572.40826,264.74666
1036.08339,-278.22142,264.73984
-4863.94704,-1919.23821,264.71164
220.89527,-221.04707,264.63376
-1251.98246,-951.9469,264.63231
885.55242,-1644.91749,264.62693
1822.34803,24.34686,264.61824
1176.93775,-232.42898,264.59213
606.30229,480.58727,264.58533
140.82378,55.3413,264.57567
502.4174,209.7861,264.54982
-692.41819,-750.53114,264.52372
-562.96797,-576.62626,264.52172
-313.03727,-21.1139,264.46476
-135.36644,-206.26569,264.44515
369.97433,-648.9161,264.40286
-138.65767,95.65256,264.3754
-248.8482,257.4285,264.31793
-114.91419,-213.12216,264.27184
174.24673,150.07204,264.19809
-1142.66957,1398.02874,264.16405
876.64983,138.20199,264.0535
-684.48078,294.41697,264.03995
-749.27587,-979.33271,264.0073
-588.54748,-516.66299,263.97767
-1699.22608,-559.44089,263.95186
362.94706,760.01669,263.92857
-611.49707,-3003.97549,263.92756
-276.12631,1794.66874,263.88807
1875.47277,2.17307,263.82215
1512.19004,2478.62039,263.78515
-257.79608,214.42664,263.75737
797.57511,-570.08576,263.74996
350.49628,484.54813,263.72693
51.95751,138.72736,263.72199
-951.88558,2359.11357,263.69184
-978.28681,152.33662,263.69138
161.14878,3200.54922,263.68841
-710.3885,-667.92335,263.68656
-1334.00147,631.40377,263.66634
-1843.93941,1130.00351,263.61137
379.99986,930.95442,263.60254
-225.82398,-586.14471,263.57161
306.95209,-758.73035,263.51751
1677.4707,772.91212,263.49748
-617.61285,-256.82319,263.48337
2355.15604,1144.13448,263.44706
-1061.07063,2153.87719,263.40908
1175.96981,-130.2076,263.39764
351.15833,-376.14991,263.29381
-123.60782,384.27468,263.26541
-632.74805,-1137.5263,263.25575
1946.36663,307.87445,263.24995
100.01388,448.61497,263.21696
1024.76182,-1716.21878,263.12058
1564.53613,777.56902,262.95403
640.06326,859.90992,262.953
393.23567,-290.17137,262.91364
162.70012,-529.894,262.90604
-380.63332,384.17601,262.90255
275.14021,2562.57232,262.89306
-1285.83303,-1206.21086,262.87935
-1889.30575,-993.0939,262.87257
-4312.8569,2001.47701,262.85799
-519.95708,78.54133,262.84857
316.63015,-148.98532,262.82097
166.69127,587.07723,262.7752
-1268.28629,719.1638,262.75322
715.60505,1687.67994,262.68169
8.90924,-523.19886,262.62218
-1657.43179,-479.27334,262.57087
-1942.64402,-375.82987,262.553
-477.31321,-775.71874,262.45899
-1709.90548,-1074.86551,262.43348
261.37521,881.36188,262.41991
-12.18522,1110.91594,262.41294
420.92958,-2.27025,262.41216
3011.75924,-460.92274,262.40543
-28.53051,371.58478,262.40116
129.82367,322.48912,262.37696
-359.24855,-663.41488,262.25563
-718.57931,411.95339,262.23843
2506.23456,601.35103,262.21562
304.28078,110.84167,262.1807
1297.13051,1958.97688,262.04971
-4.6975,409.76386,261.98568
2014.5025,-4487.72626,261.97855
-1163.5301,-1070.41027,261.97502
-572.56135,-358.67575,261.96457
-2001.03629,-599.48786,261.91677
-1433.97158,-9.66307,261.91076
1000.32873,150.43029,261.90846
-1425.52261,1219.15567,261.81996
206.18924,-417.86553,261.79545
-233.11241,-252.13321,261.76431
3203.91626,-373.75402,261.75704
-238.94692,223.37841,261.75146
-708.02394,815.33557,261.7206
25.44711,153.42016,261.68935
-928.33309,37.85958,261.67503
-398.17095,636.31497,261.62919
1908.09737,-1823.89513,261.59768
151.31193,201.59756,261.54012
-250.6457,292.14004,261.47556
-59.97591,-156.57832,261.40584
577.52226,1506.00874,261.37951
-2303.56134,1332.09605,261.37263
2727.416,-619.14735,261.30006
-193.28255,-326.70848,261.27915
-84.81079,1442.51208,261.24654
459.01271,-11.02798,261.23628
3153.6315,-772.37266,261.22986
-1394.04064,19.66773,261.22009
-1262.85428,3026.15493,261.19835
1237.70563,854.8413,261.14934
-102.29762,-886.04469,261.11537
348.78224,-29.47616,261.09843
-435.34994,270.88392,261.04851
