x,y,z
-2819.97931,2849.42966,2358.3436
19.32824,1512.15008,2357.81717
726.24409,-441.90803,2357.68023
1158.2994,-666.29239,2357.67752
-3210.12594,5929.32178,2357.67699
1790.9751,-197.91185,2357.63834
-1152.3874,-1893.94116,2357.60013
1096.92026,-978.27832,2357.07194
-1117.45223,-1614.34729,2356.82998
331.15323,-72.0484,2356.70936
529.39703,-714.51642,2356.69726
494.27713,5443.58881,2356.66648
332.35647,-3336.50906,2356.65214
-2441.60546,843.09203,2356.54234
-229.90609,1180.37426,2356.38408
33.75212,-1202.52036,2356.15863
-3146.95504,411.66704,2355.84506
1790.04347,-3237.71446,2355.76705
1510.07148,-961.00283,2355.70654
-5.40201,-1544.55365,2355.68591
520.45221,1638.07236,2354.93286
1801.89988,-2473.26327,2354.4623
2589.96088,-4642.29242,2354.41127
762.58177,2682.5576,2354.1855
2218.05534,-2136.11752,2353.79866
566.62684,-959.82968,2353.58148
2.85912,161.17412,2352.97567
38.38363,3545.39054,2352.97099
59.60737,1283.67375,2352.91352
-796.86475,-1138.28903,2352.53907
-1743.4384,-278.62824,2352.29784
-464.60865,2347.70212,2352.27583
-2092.9401,652.36295,2352.24151
-2078.85902,2453.22836,2352.1866
-779.86255,-865.24785,2352.03394
-2482.71476,2994.22707,2351.99763
618.44803,-1374.19784,2351.93641
-3129.16082,-4118.29277,2351.82335
-86.36628,-323.55284,2351.57187
-352.18745,-3099.2725,2351.43851
-162.42494,941.72459,2351.29269
1024.21093,589.68815,2351.26912
1639.50146,-2698.87526,2351.19954
-1395.48003,-490.94371,2351.0977
2034.82816,-3259.2255,2351.0612
1511.84001,-1484.01511,2350.84239
-33.19301,-1362.70323,2350.77689
-210.79756,824.93939,2350.54023
-721.57274,-4846.94689,2350.17123
-170.20369,-1847.23449,2350.07729
-1287.2485,1702.46454,2350.04468
1002.43883,116.01417,2350.04117
225.60958,612.87434,2349.96243
2706.94201,527.21942,2349.89275
2781.97125,-4034.30869,2349.86289
-2079.64072,-205.2959,2349.84428
-1273.86385,-2765.57502,2349.8439
1284.58677,-1257.97616,2349.58048
-3710.17356,-2545.85557,2349.56361
7029.88801,-3010.21759,2349.31151
-2659.16941,2084.93353,2348.81997
-169.32683,352.08503,2348.67984
1503.76367,-1345.24118,2348.20829
1379.38361,-2076.6453,2348.00502
-351.49775,1972.60137,2347.61189
3752.90239,1034.67967,2346.55181
703.16765,-2965.237,2346.44953
3006.65939,-4478.43311,2346.42041
3124.16007,-336.59534,2346.28022
-720.71559,208.07608,2346.041
2615.55618,-708.59549,2345.94456
2202.46491,-5450.17569,2345.71788
1263.00156,-963.35199,2345.60897
-1474.68368,1136.50656,2344.73213
3616.73976,1237.25053,2344.65264
104.7059,-5069.70836,2344.59038
877.321,-2939.5876,2344.45825
118.91631,1080.81805,2344.06458
1373.4879,-57.1066,2344.0315
3183.35917,1081.02038,2343.9672
230.76527,-893.62996,2343.71283
-763.81041,-487.29084,2343.526
2380.47367,-1600.1695,2343.12312
-442.70815,-3132.84287,2342.93343
1558.89838,1512.72382,2342.81975
1222.95084,-565.86104,2342.81796
-363.8045,-1447.48964,2342.74852
-3589.75424,-451.98008,2342.74466
1248.2236,-2351.2794,2342.69955
-1287.68045,-2703.90203,2342.6766
1059.57429,2940.74606,2342.67027
-748.31081,2184.72408,2342.57354
2714.15143,424.69531,2342.1989
-2178.97366,-326.20218,2341.93974
2639.97682,2669.26257,2341.84307
257.03827,3059.2418,2341.43607
1156.57084,1716.4168,2341.34055
-1205.39681,3251.44067,2341.334
-2065.27711,140.00656,2341.0797
1986.06431,884.78684,2340.94093
-1250.77909,1013.49798,2340.75574
1666.15185,934.40863,2340.54561
532.17775,-214.28364,2340.34613
-181.8781,1585.84337,2340.32532
1553.96386,-1009.49402,2340.25445
988.60797,-2695.19912,2340.08105
1037.60511,-399.0066,2340.03443
-1474.55076,-2546.20729,2340.0004
1996.07905,-97.66602,2339.56939
533.38978,1445.11211,2339.53491
1207.48537,-2585.6547,2339.38922
4966.84327,218.84416,2339.26491
1572.41418,-1394.47364,2339.18911
800.35794,275.28413,2339.14739
1876.37988,-367.37928,2339.13793
1390.99384,376.26898,2339.00726
361.7496,-1571.3524,2338.96405
-988.74891,-1484.03701,2338.91557
1550.26624,-1463.43339,2338.68415
1051.40778,-26.68676,2338.47252
-54.07918,-648.52856,2338.31314
-2128.29855,-4071.17866,2337.98117
1737.01308,2534.56432,2337.97373
1064.06746,214.25703,2337.61262
-1691.75143,-1534.17543,2337.50656
2317.58582,240.73275,2337.3161
-72.23966,-2438.40662,2337.17618
-3379.92108,-1420.58466,2337.01527
657.87386,570.3891,2336.81988
-1834.42959,-292.86647,2336.61509
299.40259,-1804.42243,2336.58666
271.39923,-2570.69534,2336.3135
260.86955,-252.79695,2335.98991
1245.94493,-1623.46383,2335.95285
111.60763,1052.37359,2335.52515
-417.5218,-1606.6318,2335.49263
366.79269,9.21634,2335.41993
4069.0961,-1655.42639,2335.35421
1614.83232,100.46832,2335.16309
-73.79607,925.30947,2334.80821
329.33407,1860.00052,2334.51582
-1399.57288,695.38033,2334.10822
-2677.7945,-1230.62809,2334.10464
495.13847,-938.83829,2334.10098
-1248.03183,-1182.01512,2333.84976
-13.49273,599.67473,2333.78876
-1.5659,4365.91743,2333.70365
1851.38926,2223.92205,2333.69376
1869.00872,280.67076,2333.67892
788.68958,-845.22551,2333.50559
-5923.79763,4105.68549,2333.25468
4591.55494,2913.48466,2332.81221
1031.07413,53.31832,2332.75509
-285.9022,2164.36394,2332.61613
1426.39692,1472.88521,2332.52872
2030.79791,1498.59405,2332.18768
40.6803,531.87681,2332.11535
-854.92895,-736.81315,2331.90794
1766.00332,3140.66762,2331.81747
1320.78058,-4251.00361,2331.60852
-3526.42088,-931.80732,2331.6017
-1553.73079,2945.26961,2331.49435
-1108.84167,1587.71556,2330.7436
1674.29512,148.52112,2330.66823
2182.50199,-118.66974,2330.2142
6005.46571,-1883.70594,2330.03097
1651.03508,-4074.14327,2329.65632
1351.37424,904.05509,2329.64202
-213.72841,2749.55446,2329.62447
2472.54966,-775.28952,2329.35794
-2562.8178,481.42876,2329.31847
355.83576,-3021.20665,2329.26065
823.3725,-2852.8143,2328.83063
2099.39854,-6196.33256,2328.79605
-144.45595,-844.5252,2328.77779
-1620.40339,-2190.63148,2328.54549
713.95592,-367.27435,2328.52131
738.83302,2467.56482,2328.4287
507.48761,816.82453,2328.10458
-3311.35845,7869.59102,2327.90015
2247.7839,-972.44707,2327.06943
953.16251,821.86646,2326.9514
1094.1139,-2441.97733,2326.90344
-379.83419,2404.17596,2326.45076
1375.60534,-401.71847,2326.25614
2577.81294,-1822.85514,2326.10899
-2508.73115,-6155.42689,2326.01146
322.33956,1278.99195,2325.82593
2062.62708,-1351.81971,2325.74874
-1510.11663,264.46949,2325.66065
-331.34273,-133.74457,2325.65168
3447.29873,1203.56068,2325.4782
-1066.28056,-2871.97191,2325.45129
-1305.83519,21.95829,2324.95702
-4250.62045,746.31843,2324.74863
1506.2771,1733.90873,2324.7241
271.29452,1031.07467,2324.71949
623.43282,2452.81135,2324.66804
-1072.59664,889.75789,2324.24476
3425.36967,-4326.94986,2323.9576
612.70271,-1982.28027,2323.79783
-490.00641,170.76948,2323.7177
-3326.07937,-4502.08305,2323.65861
-3977.1985,-143.34984,2323.30062
-691.27136,-271.36667,2323.21805
1395.6112,402.88402,2322.94046
647.78728,-1379.7967,2322.19365
-45.35069,-597.1169,2322.10939
1640.50715,-2077.63515,2321.74586
3176.7676,-1473.77434,2321.69335
-77.29883,439.05608,2321.65086
1771.24224,-620.55651,2321.26761
329.03252,1447.21528,2320.8499
1798.46625,2033.65918,2320.52894
2645.00275,440.78965,2320.44889
-985.12938,680.52698,2320.2471
-3045.5025,-982.89452,2319.83504
581.43818,-1936.24422,2319.5556
-2810.92601,-1489.56896,2319.46356
-418.32023,1308.04427,2319.33321
3788.75275,-2666.93816,2319.2995
897.61555,923.1002,2319.05901
-3876.70131,1777.13406,2319.02562
947.91016,-1217.84016,2318.92766
1199.27181,-1717.61013,2318.87635
772.80613,-707.37157,2318.84109
-1728.96617,-484.14557,2318.64927
-2453.1478,2472.45358,2318.56248
241.0562,-14.49957,2318.45897
-3106.32096,-3.85447,2318.16541
-457.30067,531.40426,2317.58924
-2617.68568,-1420.10252,2317.53624
-398.9379,-1272.73795,2317.36424
-456.40034,302.05456,2317.19533
2055.15368,-1701.07473,2317.06669
2717.15019,-982.76244,2317.0447
-1592.05865,1131.50731,2316.84921
2671.95444,-3054.34576,2316.80768
-3638.37637,-547.0003,2316.5894
-1263.24935,-1031.23579,2316.43158
2443.45616,-394.29365,2316.24885
456.66496,-1594.80965,2316.21618
-1396.95777,-3404.02299,2316.18811
-932.61284,1538.40787,2315.89937
-2731.25817,-154.46327,2315.82974
76.25885,2717.90035,2315.66564
-3504.48178,-105.27922,2315.52304
-756.88893,778.90673,2315.48265
-2707.34374,-660.59636,2315.46833
-2457.86835,-496.49608,2315.3255
-1578.34048,289.14365,2315.20377
210.19286,171.53925,2315.15951
23.65079,-2398.43242,2314.75085
1927.8662,-3349.39211,2314.18879
3140.05274,-208.67832,2314.15453
-185.83178,-623.72145,2314.06668
1096.19997,-2733.47201,2313.84599
1438.31761,2368.68586,2313.75226
2490.68357,-1327.7567,2313.74007
1679.51612,-571.60145,2313.51688
-4802.80439,-1563.70671,2313.45925
-495.93643,-271.39561,2312.86055
-657.8366,-1017.81407,2312.67139
-1411.56662,982.16708,2312.5424
2336.91648,-672.47981,2312.43164
2322.13865,-773.38769,2312.19652
275.42778,499.18311,2311.68514
1785.31074,-2686.58266,2311.26648
-1182.74141,-1509.43397,2311.00819
-1364.68488,-3164.5418,2310.98424
464.7029,-578.63188,2310.94322
-811.36935,-3732.47004,2310.88656
2175.98264,4559.58849,2310.72605
644.31996,-14.56197,2309.85528
5539.26966,-1272.61173,2309.71766
2141.86614,-830.11919,2309.43798
-238.00918,-3316.80885,2309.36246
371.72855,-3147.73817,2309.16992
2368.45306,158.32156,2308.63388
1110.10013,-3135.18329,2308.53369
1886.63089,761.05028,2308.43703
1309.75599,-548.19076,2308.30324
1134.24069,-2589.44045,2308.27465
-205.25494,3526.25985,2307.98055
-2007.60788,922.65273,2307.71139
3859.06276,-1701.7691,2307.70444
-1355.3708,3148.6111,2307.49889
1607.73156,-340.29256,2307.48817
-2764.23002,-867.58876,2307.32345
-2011.48321,-763.00123,2307.18363
1088.46075,-368.09735,2307.01884
2456.48649,-3626.39615,2307.01545
-5.40593,-2329.75361,2306.95047
1293.97831,-969.01047,2306.85285
-1292.54841,-1227.8731,2306.8391
97.56389,230.46434,2306.64858
1396.79066,1217.42993,2306.52028
-321.12152,2575.57789,2306.42692
649.94217,-1945.50389,2306.20429
-210.1216,1235.54233,2306.11951
1791.16687,-2572.06894,2305.7451
-1428.64946,-1203.89078,2305.39089
426.08098,2338.52146,2305.25528
-1684.6794,105.86055,2305.19305
-1306.68019,-602.50844,2305.1647
-572.90361,2260.10462,2305.10522
3443.82982,-3982.03735,2304.96682
1493.22406,-7794.84895,2304.76907
-515.4808,585.8838,2304.54912
-2208.05068,-2598.07683,2304.25562
-1172.74933,-2632.77653,2304.23952
-565.64956,-1217.58362,2304.04939
1018.37046,3520.66626,2303.9328
-3487.56283,-1733.0521,2303.91803
1359.0772,-331.89993,2303.914
-4.04995,2011.08778,2303.80329
8486.91211,1544.36678,2303.61329
-2388.71257,-1285.3908,2303.54156
-797.09535,3212.17363,2303.40708
389.22956,238.76762,2302.57717
-679.67132,1009.84634,2302.16051
-2041.42117,-547.3933,2301.86558
-3490.56757,-790.73538,2301.8318
-56.5592,1067.92569,2301.76892
-290.91954,752.39194,2301.76243
1488.49151,-3115.24409,2301.518
-2375.04677,2852.07878,2300.83812
1265.1199,2790.29185,2300.76226
2447.87421,-724.86493,2300.32744
1733.20439,-2775.72057,2300.29608
-2534.52383,-1063.7829,2300.27224
970.21933,-1587.69701,2300.23657
-1244.30802,-121.67094,2299.95126
2552.01822,-976.08048,2299.90525
-1367.07319,-1858.33564,2299.54165
-864.57183,-1000.46136,2299.44172
3473.48688,-5739.93328,2299.42199
-336.63006,1130.29436,2299.14383
-540.29228,-2151.59819,2299.13435
-796.44864,-240.46071,2299.08994
-28.6585,2475.35491,2298.96383
1344.88234,2078.3949,2298.91366
-710.09998,365.31814,2298.30973
-2264.70789,-1733.91948,2298.30259
-881.34045,-871.06066,2298.18108
1103.87761,1840.97505,2298.06742
1128.74812,233.87615,2297.75919
-697.95351,1804.12131,2296.96195
2299.80781,-2916.1573,2296.9453
-682.95912,-2397.71539,2296.84173
620.40375,2680.77935,2296.78445
-200.64434,572.82232,2296.4434
-176.66284,508.05219,2296.33469
885.83739,-198.5211,2296.19557
542.95322,459.5666,2296.18726
-2268.67387,1759.85711,2296.18396
816.88956,-992.7096,2296.17664
2193.23785,773.39663,2295.91364
-789.49817,2724.9531,2295.90045
712.85892,446.214,2295.79867
356.80582,799.29464,2295.7954
362.19074,615.15242,2295.40431
-1386.59379,-275.32968,2294.95739
-336.57516,-3124.39998,2294.58489
-1130.04848,4384.65791,2294.55509
-3381.621,719.61166,2294.37056
2913.99413,-961.67541,2294.24988
-7971.95886,4862.26144,2293.88628
135.33944,-68.08118,2293.85279
3029.24634,597.7495,2293.30826
298.96325,949.50422,2293.26464
897.78802,-1131.23942,2293.1464
93.25885,-1743.10783,2293.01172
-5645.3025,6858.67128,2292.85602
1277.33813,645.92473,2292.55501
1143.7716,-104.82587,2292.47078
-2524.3625,-426.39441,2292.33624
-1644.73559,-141.30986,2292.31428
-132.99815,118.39055,2291.94483
814.17315,303.50139,2291.7923
-650.64648,-1651.47544,2291.48116
129.49379,4224.66424,2291.14564
1701.7572,-2274.97047,2290.93155
1898.49859,407.12119,2290.84754
-2411.85741,-216.79491,2290.6446
1967.4215,-107.4293,2290.20672
-741.58801,-4528.13225,2290.09869
-287.07546,1462.86123,2289.70978
1461.3098,-358.10645,2289.63578
-2863.2983,-1434.9866,2289.62185
-3391.49063,-2567.82995,2289.49735
-149.37735,-546.567,2289.41711
915.51791,-574.92147,2289.21902
1193.84457,916.76196,2289.18715
1548.89518,1863.93,2288.62351
-433.25375,2542.70644,2288.56779
1716.19953,3005.85644,2288.41081
1556.1893,-1898.19226,2288.207
-1493.91211,-1811.74954,2288.14155
-465.22758,1059.60857,2288.1034
517.81961,1386.04555,2288.0677
-754.698,-971.67529,2287.52704
751.13829,1704.40597,2287.4493
-164.50793,-316.12704,2287.21868
239.28577,-4827.86822,2287.17911
880.5308,-28.63781,2287.17037
-2468.46671,-1157.88906,2287.01683
1170.67853,88.60044,2286.94792
697.62139,1066.45279,2286.67551
1526.25408,-3972.63916,2286.14419
887.71102,-575.10901,2286.05242
597.3552,-81.40154,2285.90059
-1102.83674,2549.13283,2285.81705
1383.84872,-96.83949,2285.77672
-372.51617,-2735.5783,2285.7254
-283.28534,2971.25108,2285.71428
-221.04311,710.87533,2285.6666
-462.24295,-145.73509,2285.62611
-358.65614,-1467.47369,2285.60392
-2232.71626,443.64505,2285.60309
-161.66876,952.46905,2285.59889
-726.48219,-7.27167,2285.38138
3159.26883,418.71125,2285.25815
-127.31754,5096.24128,2285.19698
-1687.41316,692.97061,2285.18491
747.84809,909.99271,2284.97356
-2527.21391,-202.27264,2284.87045
239.53562,-1740.12357,2284.64822
-1780.53415,400.61534,2284.47729
-2288.75057,3879.64391,2284.20331
852.5009,-607.74683,2284.0444
1992.65956,-530.21979,2283.77537
-3765.73587,101.09553,2283.75958
-2205.42536,-439.9915,2283.71602
2046.66466,1755.62027,2283.65303
-788.13477,-1078.23051,2283.62621
-1105.12335,699.57707,2283.52849
-2320.80148,-541.78849,2283.09523
-211.82936,2224.84187,2283.09359
-832.1349,-1810.6723,2282.92655
329.19628,793.43405,2282.74996
1648.11875,-6042.96142,2282.71128
-2401.15921,368.42024,2282.50079
2898.41217,87.73961,2282.07836
1900.49456,-3751.50434,2282.011
-193.46276,-2928.25115,2281.99812
-2721.89671,-715.15018,2281.95745
-394.26986,991.10424,2281.90284
43.24271,-717.23559,2281.88803
604.56458,127.86343,2281.87629
-504.28819,1801.0499,2281.1281
1213.65603,2088.37796,2281.03515
2129.46313,-1040.7948,2280.95861
4758.0131,-4074.76212,2280.80553
-1635.44612,2126.48111,2280.73002
1993.25363,-728.62161,2280.55399
-173.04117,4679.34529,2280.46443
131.56968,855.11196,2280.41904
-1475.8928,-75.72381,2280.40286
-550.44582,1282.95565,2280.40009
1375.5349,-240.38842,2280.19902
553.45861,-622.15818,2279.87388
859.4518,1366.07159,2279.84508
1542.65688,2581.65966,2279.29527
1765.49003,-3056.48374,2279.27078
495.2113,-692.79746,2279.19381
1067.96514,555.88553,2278.81838
-903.79097,384.83199,2278.67562
-5950.15587,4309.94436,2278.51423
-3671.68448,259.73147,2278.49693
2008.85712,-1805.38474,2278.41807
-9.73503,1059.43495,2278.26154
-1363.35028,3419.37165,2278.03625
2337.94089,6296.42093,2277.8065
-865.09766,317.31146,2277.66949
-478.94033,-601.80718,2277.48104
1150.95212,2231.49055,2277.44289
-696.10499,6.82247,2276.911
376.27727,1177.19743,2276.89221
-146.48876,178.29548,2276.66554
914.76213,1098.48696,2276.57755
-597.05112,-1908.90363,2276.47824
-24.74782,1320.64023,2276.07226
-717.70805,3415.55448,2275.9606
518.07257,-2302.62131,2275.81577
-1463.41896,-2692.15171,2275.66267
3556.71268,2250.80057,2275.28913
-1690.82772,-1963.43728,2275.21934
-1932.91411,226.91281,2275.18384
-1037.16853,-538.66722,2274.89681
-653.27479,308.03353,2274.72504
6532.67857,-1025.72961,2274.67282
-201.67369,-147.94444,2274.61961
-1958.72753,-344.84819,2274.1595
361.51785,583.04434,2274.07124
348.84224,544.71351,2273.85231
1607.61873,-81.51861,2273.32588
-1242.06369,-570.68917,2273.20347
-231.50525,4561.77433,2273.20098
-176.06581,-2765.55687,2273.19018
1418.12094,453.79716,2273.15089
-2129.41031,500.9624,2272.88045
-586.3269,2197.60088,2272.83677
1546.7595,683.83567,2272.6648
-3242.87332,-1508.31819,2272.30246
-1258.46682,-1286.47024,2272.19134
-1598.33781,-12.76376,2271.82833
-417.28098,1128.39092,2271.80064
-298.62269,-101.2776,2271.79827
1094.69758,-1090.66517,2271.45013
-958.68666,140.33779,2271.09176
-1559.3335,-25.54923,2270.87319
-563.36101,-1454.69758,2270.57659
135.34246,4007.858,2270.49322
-760.96071,-576.96312,2270.39366
-1423.90308,-816.12082,2269.96037
1777.08696,963.82034,2269.72633
-140.08484,-133.84219,2269.64956
765.60752,-599.40166,2269.62479
-189.07884,-313.34708,2269.53271
-2929.65963,6413.75084,2269.48738
-1678.60799,491.85262,2269.46518
-246.48647,-1474.28283,2269.34977
2764.40116,-491.64343,2269.1965
-3197.15477,1251.05491,2268.95306
543.11427,-529.52842,2268.90643
187.88412,-907.9742,2268.82907
1247.25482,-2784.69059,2268.74295
-891.33521,-1046.06742,2268.72802
-2087.18852,2077.85943,2268.42039
-406.84119,3230.4524,2268.41296
6785.23026,4137.28128,2268.23777
1342.51681,5144.43034,2268.23644
1529.12259,853.08496,2268.07102
3254.80753,101.85561,2267.79478
-1770.60578,416.76629,2267.54852
1629.94393,-2104.22666,2267.38752
1586.83672,1302.20727,2266.76102
1325.96878,170.08231,2266.72913
-2389.90633,-338.97799,2266.68727
-1745.90178,2593.03451,2266.13042
1715.2265,-3070.85306,2265.95507
322.67814,-346.02649,2265.94637
1598.11833,-1222.78655,2265.73324
468.30134,585.81313,2265.73243
-5484.74975,464.45428,2265.5335
2287.80088,-673.84049,2265.51129
1512.20844,778.60422,2265.41444
2430.34208,-672.72247,2265.3556
2268.15644,-578.64662,2265.13178
-5619.39048,-152.39199,2264.9884
16.44152,4781.69534,2264.91793
2718.28642,780.41847,2264.80414
-1868.60946,4078.13991,2264.72182
-692.09914,-608.44331,2264.67698
-2804.6807,5153.68251,2264.66954
1806.91207,1297.87826,2264.66002
803.75993,-2407.25723,2264.58368
1527.21964,-3407.17111,2264.47449
-985.85091,-1756.02542,2264.33411
1160.04084,-975.65505,2264.26936
-17.62218,-841.16172,2264.19416
-482.37238,-2770.28736,2264.00189
-1320.56037,-660.10906,2263.84183
-2909.72602,2800.71772,2263.40874
-501.66685,94.16135,2263.34423
-3427.57141,-6865.06228,2263.32644
706.62651,3490.25429,2263.23137
661.59317,-1306.07536,2263.12612
1865.00236,-5.20577,2263.09401
-1232.5455,568.06193,2262.72746
-577.05738,3972.86353,2262.6907
17.31935,-2665.67911,2262.60649
1108.94439,-1782.41371,2262.57201
-2276.66193,614.45286,2262.50132
546.80669,-996.08946,2262.30779
-411.93474,2716.31858,2261.94696
2634.22699,-1404.45678,2261.80376
-2700.70751,-277.5256,2261.7
-1689.20928,491.76113,2261.60541
2156.31514,-41.09867,2261.46659
209.8313,1788.07267,2260.94382
2417.43455,-878.93619,2260.91924
6130.10078,-1081.06464,2260.72888
1323.23032,-166.0105,2260.62104
388.21587,-1731.22859,2260.42039
-1108.72795,-3255.25615,2260.33258
2054.19093,1069.9357,2260.2711
-1204.66396,-1095.31251,2260.12589
-1736.39831,2131.43429,2259.73222
1281.59892,-536.29433,2259.59019
1310.86238,-1236.60228,2259.54743
694.20944,-40.08891,2259.48538
-615.40218,517.32661,2259.30313
520.42897,-101.93581,2258.76545
400.04254,-699.18362,2258.7398
1801.79578,-70.87714,2258.67403
727.02596,-385.39972,2258.62257
-2946.97501,491.59653,2258.55663
-785.73842,1429.11996,2258.16852
1946.71812,-7155.66965,2258.14594
2160.14409,18.51919,2258.10974
-4643.69601,-3382.68327,2257.76325
644.15992,-1757.29177,2257.61799
749.97186,2256.33704,2257.49572
1382.51206,-916.26423,2257.29784
2874.69074,1290.12264,2257.18242
1924.45979,-3204.80105,2257.15552
-1992.63089,-88.8171,2256.9818
561.33937,-1758.37501,2256.74008
-18.8514,-562.2667,2256.50787
-140.91738,-728.68876,2256.3664
639.03074,-884.44941,2256.27087
5622.49296,-2337.40477,2256.04346
-130.89551,732.29764,2255.79976
-1680.42858,-2409.58162,2255.54861
-1296.08189,-224.19343,2255.44951
371.90659,-110.30608,2255.20866
-1083.89464,-3441.95516,2255.18444
-3123.07442,1975.27334,2254.98354
-883.84723,822.27688,2254.70868
-235.99158,565.36269,2254.69885
-3977.72151,3645.94226,2254.63764
-588.96611,-2023.82499,2254.60412
-3109.36218,5902.80797,2254.34387
1044.80246,-2916.79798,2253.98342
-791.4862,1924.21014,2253.98073
-94.60106,725.2869,2253.96007
-1078.59256,1795.59901,2253.86721
-1194.96324,-9.13603,2253.81508
1490.94358,1350.90847,2253.76768
1375.69064,-1449.37252,2253.71218
1763.49031,-2704.12027,2253.41241
-2572.54174,2623.61868,2253.38147
-619.77789,3266.16841,2253.17318
4060.28214,522.79828,2253.17224
2216.53075,831.04044,2253.00327
-908.56619,1234.21655,2252.93814
1315.92062,884.89395,2252.63276
-821.13333,53.78212,2252.47526
-2297.06956,1104.34805,2252.35957
-1181.23752,-1799.31597,2252.11367
1463.24581,-116.77497,2252.00888
924.54856,905.74771,2251.96275
-3167.75889,4100.6397,2251.5264
951.71451,-975.11011,2251.35688
-722.53136,-1107.64405,2251.26999
547.55931,-550.59845,2250.76711
298.58578,-717.4135,2250.577
-1440.89247,5693.36246,2250.5217
-1683.56948,284.67941,2250.4177
1181.06146,2348.46697,2250.07469
1686.92895,-2667.46149,2249.89522
518.92326,3596.11263,2249.78421
232.16349,-541.22354,2249.7787
2919.78189,-3490.07962,2249.76223
-64.78301,383.33532,2249.76124
1064.41391,743.18166,2249.71344
-604.74842,-85.12381,2249.57573
-2078.06737,-2424.96544,2249.4372
1957.56669,589.63391,2249.20206
622.35748,-2257.35542,2249.09375
-3268.79725,63.89509,2248.98239
1669.81011,1429.27447,2248.94586
1768.09742,-1108.11831,2248.41489
1175.53001,523.914,2248.385
1335.5395,2229.50784,2248.25548
-2100.69915,-933.78471,2248.13812
415.03636,-556.88606,2248.10011
-286.54794,2237.81916,2247.76614
1445.15659,1187.08336,2247.66479
-749.69096,-405.53988,2247.66022
-2400.22694,89.11132,2247.57847
147.13911,-905.0311,2247.32973
2288.44705,-4001.49197,2247.1223
1267.41382,2832.89607,2246.80349
1502.39589,-570.7583,2246.79029
-2695.26194,1953.57062,2246.75208
3040.65676,982.61327,2246.70129
-2527.26278,-1408.31717,2246.59384
-1405.41942,1153.66286,2246.54362
1547.97506,-1099.2802,2246.30106
357.86843,-123.03734,2246.24951
7836.06573,-4391.42808,2246.17688
-685.85622,146.65216,2245.97991
1466.46518,-2534.18414,2245.83251
2452.99982,-3973.1404,2245.73468
-1269.00715,305.0097,2245.68287
-572.51808,8077.55631,2245.38751
1758.92776,3013.80649,2245.10164
-2947.56626,7162.95459,2245.07305
3768.26688,-1412.9378,2245.0288
1284.51035,-1684.08094,2244.9706
-720.83646,-172.10943,2244.90115
-1410.76789,776.22002,2244.59841
763.30951,1624.00248,2244.40166
1417.57354,-736.45343,2244.3619
950.83794,1168.37146,2243.97389
354.1679,499.31451,2243.55383
1191.17006,-1181.91222,2242.87107
1429.36295,3298.65402,2242.85817
-2712.81653,-802.87098,2242.52189
-2239.26399,-3375.08049,2242.32077
2037.85246,-43.375,2242.32005
676.14934,21.3368,2242.08557
1875.19616,-2730.76677,2241.99737
2081.39768,1539.43559,2241.91975
732.21919,-667.36586,2241.82533
1161.64364,-2580.43203,2241.61033
3785.50379,-7327.80907,2241.54279
589.5346,336.38321,2241.40237
-161.2491,404.2201,2241.24369
57.2528,-1692.99632,2240.73756
1736.79382,-681.11541,2240.42171
916.38179,1655.57244,2240.35258
245.24575,595.33107,2240.31376
387.53345,-2923.75212,2240.29342
85.96622,-2466.92138,2240.09321
2208.49326,-714.53207,2240.0504
1606.07222,1237.07077,2239.98286
304.02232,1292.98986,2239.96282
-4443.07275,3202.26075,2239.95826
3390.99725,-3344.44688,2239.78678
-976.11395,-357.02492,2239.72483
-900.81358,2882.04832,2239.51014
2768.81789,-858.14138,2239.38366
-388.45095,2230.98736,2239.24053
8.73547,-496.86197,2239.09623
-237.45307,603.29386,2239.02275
-5026.74109,-2451.29563,2238.91857
-1455.92855,-3313.07205,2238.6526
665.79709,-239.05091,2238.28957
795.02956,779.85215,2238.24901
1602.48372,230.86554,2238.24019
594.99763,1784.96507,2238.19549
474.00024,879.29331,2238.18453
-1603.51978,-1221.63872,2238.02509
342.43474,-2553.89193,2238.01964
-788.51072,198.58546,2237.79961
-744.39689,1167.76091,2237.72916
-1591.24052,697.50123,2237.53146
-927.34278,288.06855,2237.38463
1658.17066,1607.45719,2237.3125
1391.93919,-139.76741,2237.13404
775.03488,-3558.02002,2236.66066
-1083.56058,926.95387,2236.63035
-1558.41744,855.66716,2236.61237
1950.4785,979.42624,2236.51132
3274.27248,-4632.22059,2236.49775
-3343.18769,283.56616,2236.46841
1601.13002,-1136.98521,2236.37077
9.91666,618.17626,2236.29668
-254.32982,276.48294,2236.23911
789.08783,-1076.59115,2236.06298
-793.61185,1023.83971,2235.81751
1255.38889,-1297.57588,2235.54258
-15.84247,-3864.24575,2235.44253
-3554.89259,-2760.09306,2235.28887
2592.98477,-91.32585,2235.25657
-2530.89213,-409.27558,2235.24834
325.86133,-198.82364,2235.21261
-5261.63168,590.77137,2235.10144
1007.493,728.23083,2235.10017
3655.18406,-2674.26514,2235.06963
8644.3988,-1200.94339,2234.80371
2349.26002,723.92787,2234.79544
1861.98193,2584.44727,2234.71118
2374.24079,2317.34212,2234.48119
-3555.30288,3779.8029,2234.32874
5331.17766,-5075.27662,2234.2013
-564.35585,-887.00254,2234.13484
-971.52226,-2525.3413,2233.89274
1021.55705,-758.40055,2233.76755
